"","Species","FUSE","FUn","FSp","Order","Superorder","iucn","ext_prob100","iucn_status","ED2","EDGE2","iucn_cat2"
"214","Cephaloscyllium hiscosellum",0.000362894607943657,3.00057064089095e-06,0.2075400737419,"Carcharhiniformes","Selachii","0",0.001748844,"LC",9.17015271342103,0.0160371665519501,"NoT"
"215","Cephaloscyllium isabellum",1.25123127931358e-06,3.70013060177217e-07,0.000715092350339415,"Carcharhiniformes","Selachii","0",0.001748844,"LC",11.7162730321455,0.0204899337946295,"NoT"
"216","Cephaloscyllium laticeps",7.29607521469521e-05,1.7279184604203e-05,0.0417036585568286,"Carcharhiniformes","Selachii","0",0.001748844,"LC",9.51308178887302,0.0166368960079798,"NoT"
"217","Cephaloscyllium pictum",0.000348372901478417,9.44358939757177e-06,0.199227071852031,"Carcharhiniformes","Selachii","0",0.001748844,"LC",11.4790438288181,0.0200750569257656,"NoT"
"218","Cephaloscyllium sarawakensis",0.0481096904132856,1.25295071155111e-05,0.0493207763653833,"Carcharhiniformes","Selachii","4",0.999023438,"CR",11.7816437217174,11.7701382161613,"AT"
"219","Cephaloscyllium signourum",0.000347454209745623,2.06244512655601e-05,0.198690390606734,"Carcharhiniformes","Selachii","0",0.001748844,"LC",11.4845812691173,0.0200847410450083,"NoT"
"220","Cephaloscyllium silasi",0.277786982948244,0.000112963981099996,0.320368827959407,"Carcharhiniformes","Selachii","4",0.999023438,"CR",13.2763352033286,13.2633700388698,"AT"
"221","Cephaloscyllium speccum",4.71961777751611e-06,1.71214907902702e-06,0.00269700134432374,"Carcharhiniformes","Selachii","0",0.001748844,"LC",11.9015832740441,0.0208140124993123,"NoT"
"222","Cephaloscyllium stevensi",0.000351662787828996,2.0465561729232e-05,0.201097882243312,"Carcharhiniformes","Selachii","0",0.001748844,"LC",10.9981746117647,0.0192340916807371,"NoT"
"223","Cephaloscyllium sufflans",2.11046185039234e-07,4.05195114541857e-06,1.09190826019254e-05,"Carcharhiniformes","Selachii","1",0.014096969,"NT",12.7552259687826,0.179810025069923,"NoT"
"224","Cephaloscyllium umbratile",0.000578829267528144,2.25946296265184e-06,0.041070172708411,"Carcharhiniformes","Selachii","1",0.014096969,"NT",14.1046837522936,0.198833289610887,"NoT"
"225","Cephaloscyllium variegatum",2.83375873087295e-05,3.93739138080097e-05,0.00197084355924864,"Carcharhiniformes","Selachii","1",0.014096969,"NT",10.394024439997,0.14652424031588,"NoT"
"226","Cephaloscyllium ventriosum",4.1974583192846e-07,7.30520026753308e-05,0.000166961333285043,"Carcharhiniformes","Selachii","0",0.001748844,"LC",19.449780126241,0.0340146312750958,"NoT"
"227","Cephaloscyllium zebrum",0.000371406220498336,7.98984524360902e-06,0.212403863434782,"Carcharhiniformes","Selachii","0",0.001748844,"LC",12.356012299902,0.0216087379746098,"NoT"
"228","Cephalurus cephalus",2.60727037632894e-05,1.8297834378208e-05,0.0148904320613145,"Carcharhiniformes","Selachii","0",0.001748844,"LC",34.2746755756339,0.0599410607323939,"NoT"
"229","Cetorhinus maximus",0.667685206706364,0.258197675382092,0.983648794596755,"Lamniformes","Selachii","3",0.67232,"EN",86.8486192079659,58.3900636658997,"AT"
"230","Chaenogaleus macrostoma",0.0174137827328323,8.58409618593094e-05,0.175575517723653,"Carcharhiniformes","Selachii","2",0.1,"VU",44.324720130377,4.4324720130377,"AT"
"231","Chiloscyllium arabicum",0.00467993133920614,0.000310037461921265,0.332447936128197,"Orectolobiformes","Selachii","1",0.014096969,"NT",17.8183334701283,0.251184494560061,"NoT"
"232","Chiloscyllium burmensis",0.00725449198034171,0.00626483960581429,0.0665021933767671,"Orectolobiformes","Selachii","2",0.1,"VU",16.7909618985865,1.67909618985865,"AT"
"233","Chiloscyllium griseum",0.0418341141427464,3.69944028762044e-05,0.427176341829592,"Orectolobiformes","Selachii","2",0.1,"VU",26.1626409383382,2.61626409383382,"AT"
"234","Chiloscyllium hasseltii",0.150407494217985,6.70550459183786e-06,0.241406681335228,"Orectolobiformes","Selachii","3",0.67232,"EN",4.27220445674261,2.87228850035719,"AT"
"235","Chiloscyllium indicum",0.0426932858219822,0.000186266145035957,0.435983146922588,"Orectolobiformes","Selachii","2",0.1,"VU",23.9102859711008,2.39102859711008,"AT"
"236","Chiloscyllium plagiosum",0.00058201454898493,3.21289828020601e-05,0.0412663720522723,"Orectolobiformes","Selachii","1",0.014096969,"NT",23.9505236916854,0.337629790015455,"NoT"
"237","Chiloscyllium punctatum",0.000581931923629991,4.52271880809439e-05,0.0412474016131935,"Orectolobiformes","Selachii","1",0.014096969,"NT",29.4936805667834,0.415771500645848,"NoT"
"238","Chlamydoselachus africana",0.000481015882791627,0.000100640767170509,0.275013380170197,"Hexanchiformes","Selachii","0",0.001748844,"LC",30.6242258025322,0.0535569935494036,"NoT"
"239","Chlamydoselachus anguineus",0.000333660308315454,0.000278929752714219,0.190541873336301,"Hexanchiformes","Selachii","0",0.001748844,"LC",30.6242258025322,0.0535569935494036,"NoT"
"240","Cirrhigaleus asper",5.26593662525566e-05,5.84360745230548e-06,7.24830246945329e-05,"Squaliformes","Selachii","3",0.67232,"EN",51.7961564826325,34.8235919264035,"AT"
"241","Cirrhigaleus australis",1.11898717042378e-07,4.34695538156394e-06,5.96374380010105e-05,"Squaliformes","Selachii","0",0.001748844,"LC",15.0298363739002,0.211875137437943,"NoT"
"242","Cirrhigaleus barbifer",0.000312099954199915,0.000306474069723952,0.178181999139634,"Squaliformes","Selachii","0",0.001748844,"LC",15.7005624015338,0.027457834352548,"NoT"
"243","Cirrhoscyllium expolitum",0.0256500324792093,5.12864119738045e-05,0.259765634549331,"Orectolobiformes","Selachii","2",0.1,"VU",18.2453488949891,0.0319082689429082,"AT"
"244","Cirrhoscyllium formosanum",0.00511251477920581,3.53302377444971e-05,0.0512205486292326,"Orectolobiformes","Selachii","2",0.1,"VU",16.697285373017,1.6697285373017,"AT"
"245","Cirrhoscyllium japonicum",1.42937762069739e-05,9.78626040328504e-05,0.00807546557528963,"Orectolobiformes","Selachii","0",0.001748844,"LC",17.1128724659485,0.0299277443348393,"NoT"
"246","Cruriraja andamanica",0.000365092448546289,1.29718470396837e-05,0.208787295428025,"Rajiformes","Batoidea","0",0.001748844,"LC",21.6010423699599,0.0377768533424502,"NoT"
"247","Cruriraja atlantis",0.000391589865524048,1.38978885293325e-05,0.223943491864568,"Rajiformes","Batoidea","0",0.001748844,"LC",17.8375203890748,0.0311950405073112,"NoT"
"248","Cruriraja cadenati",0.000383011730187049,2.29226468747118e-05,0.219027531933131,"Rajiformes","Batoidea","0",0.001748844,"LC",17.2277392469856,0.0301286284156554,"NoT"
"249","Cruriraja durbanensis",0.000606620621706011,3.44546008989807e-05,0.346940242196619,"Rajiformes","Batoidea","0",0.001748844,"LC",18.4977571529138,0.0323496916103303,"NoT"
"250","Cruriraja hulleyi",8.40033885283074e-06,3.11969868271388e-05,0.00477218952478029,"Rajiformes","Batoidea","0",0.001748844,"LC",27.7643360534145,0.0485554925209976,"NoT"
"251","Cruriraja parcomaculata",0.000288087156838272,0.000167966479638312,0.164585764200574,"Rajiformes","Batoidea","0",0.001748844,"LC",26.8761899756037,0.0470022635816947,"NoT"
"252","Cruriraja poeyi",0.000596634910391366,7.17316628891887e-05,0.341189614431768,"Rajiformes","Batoidea","0",0.001748844,"LC",19.3090105567001,0.0337684472580216,"NoT"
"253","Cruriraja rugosa",0.000558627291456082,8.06536199247012e-05,0.319435137350236,"Rajiformes","Batoidea","0",0.001748844,"LC",19.3676188556038,0.0338709440299095,"NoT"
"254","Ctenacis fehlmanni",0.000283746229716595,0.000117908891746578,0.162152957469364,"Carcharhiniformes","Selachii","0",0.001748844,"LC",43.3275590905186,0.0757731417500989,"NoT"
"255","Dactylobatus armatus",0.000603142417772778,5.48967325844052e-05,0.344929725578905,"Rajiformes","Batoidea","0",0.001748844,"LC",14.200866570023,0.0248351002957853,"NoT"
"256","Dactylobatus clarkii",0.00106166457449558,0.294937453208233,0.312290314047613,"Rajiformes","Batoidea","0",0.001748844,"LC",14.200866570023,0.0248351002957853,"NoT"
"257","Dalatias licha",0.018659474202532,1.99407991752563e-05,0.188326184244177,"Squaliformes","Selachii","2",0.1,"VU",46.7874505830678,4.67874505830678,"AT"
"258","Dasyatis acutirostra",0.0235373066360044,6.42939448376441e-05,0.238099127056878,"Myliobatiformes","Batoidea","2",0.1,"VU",17.2516192100811,1.72516192100811,"AT"
"259","Dasyatis akajei",0.00470223650283541,0.000266568405521503,0.334081309377263,"Myliobatiformes","Batoidea","1",0.014096969,"NT",12.7856275956649,0.180238595861633,"NoT"
"260","Dasyatis americana",0.00470817521309881,7.10260498198665e-05,0.334701034569662,"Myliobatiformes","Batoidea","1",0.014096969,"NT",14.2442499348893,0.200800749760386,"NoT"
"261","Dasyatis bennettii",0.0330425905387078,0.000849161072116776,0.335067982788869,"Myliobatiformes","Batoidea","2",0.1,"VU",1.72581851036541,0.172581851036541,"AT"
"262","Dasyatis brevicaudata",0.000498180204909804,0.0175743738348182,0.26735095229312,"Myliobatiformes","Batoidea","0",0.001748844,"LC",32.9981313422821,0.0577085840091619,"NoT"
"263","Dasyatis centroura",0.0336321634408401,0.000325818662272257,0.341704234668249,"Myliobatiformes","Batoidea","2",0.1,"VU",36.5036273700436,3.65036273700436,"AT"
"264","Dasyatis chrysonota",0.00468403067347179,0.00017721931883362,0.332873535789656,"Myliobatiformes","Batoidea","1",0.014096969,"NT",23.6367729853366,0.333206856034328,"NoT"
"265","Dasyatis colarensis",0.289765051574876,0.000295350683935853,0.336047584292946,"Myliobatiformes","Batoidea","4",0.999023438,"CR",20.5498141599172,20.5297459923016,"AT"
"266","Dasyatis dipterura",0.00410597671636203,8.35328597873582e-07,0.0411433391121129,"Myliobatiformes","Batoidea","2",0.1,"VU",21.8382934232303,2.18382934232303,"AT"
"267","Dasyatis fluviorum",0.00613075520809522,0.00964261307802049,0.426534086837399,"Myliobatiformes","Batoidea","1",0.014096969,"NT",12.5930890802969,0.177524386379183,"NoT"
"268","Dasyatis garouaensis",0.430987837222054,0.000308771425024443,0.538828513546438,"Myliobatiformes","Batoidea","4",0.999023438,"CR",18.1031658880643,18.0854870241783,"AT"
"269","Dasyatis geijskesi",0.288533355780404,7.10260498198665e-05,0.334701034569662,"Myliobatiformes","Batoidea","4",0.999023438,"CR",17.6747487379744,17.6574882499974,"AT"
"270","Dasyatis guttata",0.00477695821776871,0.000108755321911,0.339565591228299,"Myliobatiformes","Batoidea","1",0.014096969,"NT",20.2979704885246,0.286139860739646,"NoT"
"271","Dasyatis hypostigma",0.25584408928929,0.00140724070045841,0.431833863478056,"Myliobatiformes","Batoidea","3",0.67232,"EN",18.7289235942049,12.5918299108559,"AT"
"272","Dasyatis izuensis",0.0248419246357607,4.87533881140935e-05,0.25148058328696,"Myliobatiformes","Batoidea","2",0.1,"VU",21.507878793084,2.1507878793084,"AT"
"273","Dasyatis laevigata",0.0436766084329365,0.00189332642747036,0.444467231861709,"Myliobatiformes","Batoidea","2",0.1,"VU",21.2697081032365,2.12697081032365,"AT"
"274","Dasyatis laosensis",0.306671849548532,0.000619702764074995,0.532973941934923,"Myliobatiformes","Batoidea","3",0.67232,"EN",11.2415517351286,7.55792006256163,"AT"
"275","Dasyatis lata",0.00058435436482192,0.00011277127357441,0.00573241541219856,"Myliobatiformes","Batoidea","2",0.1,"VU",1.51604171388372,0.151604171388372,"AT"
"276","Dasyatis longa",0.00419814111013443,0.000111401002915433,0.0419577880740165,"Myliobatiformes","Batoidea","2",0.1,"VU",10.8400699506263,1.08400699506263,"AT"
"277","Dasyatis margarita",0.0418195406418336,3.74210250830251e-05,0.427023937634599,"Myliobatiformes","Batoidea","2",0.1,"VU",17.1187200318342,1.71187200318342,"AT"
"278","Dasyatis margaritella",0.00646644618461105,0.00455101234822081,0.455617888252231,"Myliobatiformes","Batoidea","1",0.014096969,"NT",21.47042741565,0.302667949695168,"NoT"
"279","Dasyatis marianae",0.261183216595654,0.0016396130299146,0.441807121111947,"Myliobatiformes","Batoidea","3",0.67232,"EN",17.2514528725221,11.598496795254,"AT"
"280","Dasyatis marmorata",0.000737928193963036,3.29176476133758e-05,0.0523329623949943,"Myliobatiformes","Batoidea","1",0.014096969,"NT",17.992451466887,0.25363903056271,"NoT"
"281","Dasyatis microps",0.253246906722888,0.000672677449462063,0.42780070748442,"Myliobatiformes","Batoidea","3",0.67232,"EN",84.9962316385,57.1446664551963,"AT"
"282","Dasyatis navarrae",0.0258310457119854,2.45022828642073e-05,0.261650440785241,"Myliobatiformes","Batoidea","2",0.1,"VU",1.71906667743235,0.171906667743235,"AT"
"283","Dasyatis parvonigra",0.0427375389260868,0.00177772876286956,0.434784355799059,"Myliobatiformes","Batoidea","2",0.1,"VU",17.898798345868,1.7898798345868,"AT"
"284","Dasyatis pastinaca",0.0328513750151191,0.000206718980420357,0.333755773881452,"Myliobatiformes","Batoidea","2",0.1,"VU",22.6224288595999,2.26224288596,"AT"
"285","Dasyatis rudis",0.29206254920748,0.000121729545075321,0.3393553420262,"Myliobatiformes","Batoidea","4",0.999023438,"CR",18.7514179558701,18.7331060336482,"AT"
"286","Dasyatis sabina",0.000936055194657711,0.000574931881698809,0.534917365000237,"Myliobatiformes","Batoidea","0",0.001748844,"LC",46.6043192749578,0.0815036841380943,"NoT"
"287","Dasyatis say",0.00468063869922906,0.000208663515279284,0.33260019827937,"Myliobatiformes","Batoidea","1",0.014096969,"NT",24.2618008812145,0.342017854906654,"NoT"
"288","Dasyatis sinensis",0.157192596541491,4.97155010865522e-05,0.253126278711044,"Myliobatiformes","Batoidea","3",0.67232,"EN",21.3420210299354,14.3486675788462,"AT"
"289","Dasyatis ukpam",0.436444005825857,0.0180516958832217,0.52029575439331,"Myliobatiformes","Batoidea","4",0.999023438,"CR",12.7384321592932,12.7259922905068,"AT"
"290","Dasyatis zugei",0.0360555457748195,0.0130581631184008,0.353614380878768,"Myliobatiformes","Batoidea","2",0.1,"VU",50.8492080199975,5.08492080199975,"AT"
"291","Deania calcea",0.00399058659857113,0.000854180556327303,0.282789174896353,"Squaliformes","Selachii","1",0.014096969,"NT",24.9049887393694,0.35108485420424,"NoT"
"292","Deania hystricosa",0.170074210639594,0.00018147143057765,0.275535769259802,"Squaliformes","Selachii","3",0.67232,"EN",4.09498357869606,2.75313935962893,"AT"
"293","Deania profundorum",0.00382287897139164,0.000121161366798919,0.271581851852045,"Squaliformes","Selachii","1",0.014096969,"NT",14.249831845779,0.200879437785159,"NoT"
"294","Deania quadrispinosa",0.0663803796843184,0.394549840053131,0.280706164683284,"Squaliformes","Selachii","2",0.1,"VU",12.1903184052514,1.21903184052514,"AT"
"295","Dentiraja lemprieri",7.99354455505781e-05,1.32354209606781e-05,0.0456961809842144,"Rajiformes","Batoidea","0",0.001748844,"LC",2.99199243714804,0.00523252802175174,"NoT"
"296","Diplobatis colombiensis",0.029419931721566,0.0034152538051638,0.29505371082146,"Torpediniformes","Batoidea","2",0.1,"VU",13.8632593601455,1.38632593601455,"AT"
"297","Diplobatis guamachensis",0.0282539930360352,0.00139842826008751,0.285130927610557,"Torpediniformes","Batoidea","2",0.1,"VU",14.8939189156439,1.48939189156439,"AT"
"298","Diplobatis ommata",0.000477912406929828,0.000307698371474424,0.273030785972867,"Torpediniformes","Batoidea","0",0.001748844,"LC",17.9106234766838,0.0313228864034576,"NoT"
"299","Diplobatis pictus",0.0486481396985633,0.0189430134784743,0.478659110870998,"Torpediniformes","Batoidea","2",0.1,"VU",17.6648501969711,1.76648501969711,"AT"
"300","Dipturus acrobelus",0.000337892108860047,0.000191928289325849,0.193049485757898,"Rajiformes","Batoidea","0",0.001748844,"LC",8.01235736908119,0.0140123631107734,"NoT"
"301","Dipturus apricus",9.86390909267854e-05,0.0057387186248584,0.050666007383636,"Rajiformes","Batoidea","0",0.001748844,"LC",9.99761144903783,0.0174842627969811,"NoT"
"302","Dipturus australis",8.39829515986216e-05,4.64792237936326e-05,0.0059112854322594,"Rajiformes","Batoidea","1",0.014096969,"NT",5.27052755438348,0.0742984635477898,"NoT"
"303","Dipturus batis",0.000555666824114435,6.21202033568146e-05,0.00049421368598028,"Rajiformes","Batoidea","4",0.999023438,"CR",4.62242021607449,4.61790613614344,"AT"
"304","Dipturus bullisi",2.82626454471761e-06,4.20319106808292e-06,0.00161187492558294,"Rajiformes","Batoidea","0",0.001748844,"LC",9.01631013778741,0.0157681198866087,"NoT"
"305","Dipturus campbelli",4.59357613993443e-05,3.65369848598268e-05,0.00322209209118926,"Rajiformes","Batoidea","1",0.014096969,"NT",12.1796228581419,0.171695765862918,"NoT"
"306","Dipturus canutus",0.123545875020146,1.50874603731499e-05,0.195577156170468,"Rajiformes","Batoidea","3",0.67232,"EN",8.80231032914256,5.91796928048913,"AT"
"307","Dipturus cerva",4.59357613993443e-05,3.65369848598268e-05,0.0032220920911893,"Rajiformes","Batoidea","1",0.014096969,"NT",4.7123897635351,0.0664304124124716,"NoT"
"308","Dipturus confusus",0.213985684364388,4.31949252530214e-05,0.23878466438599,"Rajiformes","Batoidea","4",0.999023438,"CR",3.43260018836458,3.42924804145943,"AT"
"309","Dipturus crosnieri",0.0200994046050793,1.53853163120337e-05,0.203011880130236,"Rajiformes","Batoidea","2",0.1,"VU",11.1697943281351,1.11697943281351,"AT"
"310","Dipturus doutrei",1.40696211714719e-08,6.87457096191375e-06,1.17052696970224e-06,"Rajiformes","Batoidea","0",0.001748844,"LC",13.0493973284499,0.0228213602214756,"NoT"
"311","Dipturus endeavouri",0.000210145875122767,1.8297834378208e-05,0.0148904320613144,"Rajiformes","Batoidea","1",0.014096969,"NT",10.0298062634821,0.141389867972313,"NoT"
"312","Dipturus falloargus",0.000115212673785076,9.78626040328504e-05,0.00807546557528962,"Rajiformes","Batoidea","1",0.014096969,"NT",12.152770702587,0.0212533001265951,"NoT"
"313","Dipturus flindersi",0.000789725873885715,0.000317990983276011,0.0557248553951478,"Rajiformes","Batoidea","1",0.014096969,"NT",2.94524968834451,0.0415190935538522,"NoT"
"314","Dipturus garricki",0.00033910890502984,7.67050945574292e-05,0.193860755007547,"Rajiformes","Batoidea","0",0.001748844,"LC",10.7999684619437,0.0188874600448595,"NoT"
"315","Dipturus gigas",0.00274699844982148,0.00049816420545172,0.194632834457546,"Rajiformes","Batoidea","1",0.014096969,"NT",9.18549963611001,0.129487703619754,"NoT"
"316","Dipturus grahami",0.000352900777393953,6.02680158403911e-06,0.201820465715024,"Rajiformes","Batoidea","0",0.001748844,"LC",11.9786100008383,0.020948720228306,"NoT"
"317","Dipturus gudgeri",0.000890454710380485,0.0101889080798139,0.0529980063026494,"Rajiformes","Batoidea","1",0.014096969,"NT",9.19332013592109,0.129597948963155,"NoT"
"318","Dipturus healdi",0.000348372901478417,9.44358939757177e-06,0.199227071852031,"Rajiformes","Batoidea","0",0.001748844,"LC",10.115841334143,0.0176910284221681,"NoT"
"319","Dipturus innominatus",8.5533309434352e-06,0.00014414729795634,0.00474672085878135,"Rajiformes","Batoidea","0",0.001748844,"LC",8.61326112050396,0.0150632500310266,"NoT"
"320","Dipturus johannisdavisi",0.000554015688406387,6.48562183457399e-05,0.316812532845569,"Rajiformes","Batoidea","0",0.001748844,"LC",10.1461891897348,0.0177441020873325,"NoT"
"321","Dipturus laevis",0.000475085071174294,0.00845834388341475,0.263258934268474,"Rajiformes","Batoidea","0",0.001748844,"LC",12.2908970944423,0.0214948616382329,"NoT"
"322","Dipturus lanceorostratus",0.000344308537599242,1.08195030663226e-05,0.196900861625515,"Rajiformes","Batoidea","0",0.001748844,"LC",10.3413896041245,0.0180854771608355,"NoT"
"323","Dipturus macrocauda",0.00271895706941485,7.46254116458079e-05,0.193062915179323,"Rajiformes","Batoidea","1",0.014096969,"NT",0.372553043553222,0.00525186870582542,"NoT"
"324","Dipturus melanospilus",0.000345754053412275,9.32703467059178e-06,0.197729194865559,"Rajiformes","Batoidea","0",0.001748844,"LC",10.6537051548193,0.0186316683377747,"NoT"
"325","Dipturus mennii",0.17709506675291,0.000150198038154246,0.193754690497777,"Rajiformes","Batoidea","4",0.999023438,"CR",10.0379183928873,10.0281157432257,"AT"
"326","Dipturus nidarosiensis",7.48416666209851e-05,6.9716524713763e-05,0.00523953787868407,"Rajiformes","Batoidea","1",0.014096969,"NT",9.9819462820546,0.140715187297789,"NoT"
"327","Dipturus oculus",0.000359042087790289,1.04571216148857e-05,0.205328923948775,"Rajiformes","Batoidea","0",0.001748844,"LC",10.5043608527701,0.0183704884512019,"NoT"
"328","Dipturus olseni",4.71961777751611e-06,1.71214907902702e-06,0.00269700134432374,"Rajiformes","Batoidea","0",0.001748844,"LC",12.4952520882527,0.0218522466430281,"NoT"
"329","Dipturus oregoni",0.000337803162893171,7.56606612410517e-05,0.193114915581584,"Rajiformes","Batoidea","0",0.001748844,"LC",11.2886233634024,0.0197420412373461,"NoT"
"330","Dipturus oxyrinchus",1.00857999481874e-05,3.70013060177217e-07,0.000715092350339445,"Rajiformes","Batoidea","1",0.014096969,"NT",9.59347124488858,0.135238866741586,"NoT"
"331","Dipturus polyommata",0.000296257913193219,5.76957188651409e-05,0.169369521354734,"Rajiformes","Batoidea","0",0.001748844,"LC",11.6220177777221,0.0203250960584627,"NoT"
"332","Dipturus pullopunctatus",3.35614306811812e-07,2.01803116048554e-05,0.000171726086289327,"Rajiformes","Batoidea","0",0.001748844,"LC",14.854016219907,0.025977357142087,"NoT"
"333","Dipturus queenslandicus",0.000346546821055782,0,0.198191991591237,"Rajiformes","Batoidea","0",0.001748844,"LC",10.7706991538679,0.0188362725910469,"NoT"
"334","Dipturus springeri",4.38122605260536e-06,6.86692269634172e-05,0.00243654858461989,"Rajiformes","Batoidea","0",0.001748844,"LC",14.9667210155276,0.0261744602476794,"NoT"
"335","Dipturus stenorhynchus",0.000339931755125441,8.14275372413439e-05,0.194326701533366,"Rajiformes","Batoidea","0",0.001748844,"LC",9.74498398457964,0.0170424567715282,"NoT"
"336","Dipturus teevani",0.000343655615663414,7.14657845575334e-06,0.19653106250342,"Rajiformes","Batoidea","0",0.001748844,"LC",10.9937974747046,0.0192264367508524,"NoT"
"337","Dipturus tengu",1.76156750481106e-07,1.21558306316128e-05,3.40243173546953e-07,"Rajiformes","Batoidea","1",0.014096969,"NT",0.366454582784391,0.0051658988934195,"NoT"
"338","Dipturus trachyderma",0.00408410834512434,0.000157106324319846,0.00592933854307554,"Rajiformes","Batoidea","3",0.67232,"EN",13.2943529232481,8.93805935735816,"AT"
"339","Dipturus wengi",0.00106865603462438,0.304044645484207,0.307182885066746,"Rajiformes","Batoidea","0",0.001748844,"LC",10.9185871434779,0.0190949056143485,"NoT"
"340","Discopyge castelloi",0.025963301447274,3.38989297097773e-05,0.262998048906563,"Torpediniformes","Batoidea","2",0.1,"VU",15.9983120894815,1.59983120894815,"AT"
"341","Discopyge tschudii",0.000426270880892522,3.38767910211405e-05,0.243762437790934,"Torpediniformes","Batoidea","0",0.001748844,"LC",20.6692033344816,0.0361472122362881,"NoT"
"342","Echinorhinus brucus",0.135819593200988,0.00155467581924522,0.214598966967172,"Squaliformes","Selachii","3",0.67232,"EN",25.2744278865205,16.9925033566655,"AT"
"343","Echinorhinus cookei",0.139489053230786,0.00239432647663961,0.219893031882991,"Squaliformes","Selachii","3",0.67232,"EN",86.4699565193835,0.151222464639185,"AT"
"344","Electrolux addisoni",0.00042884485284025,9.07724616677455e-05,0.245177960411549,"Torpediniformes","Batoidea","0",0.001748844,"LC",27.6840790247547,0.0484151354979681,"NoT"
"345","Eridacnis barbouri",0.000391589865524048,1.38978885293325e-05,0.223943491864568,"Carcharhiniformes","Selachii","0",0.001748844,"LC",12.3748702721685,0.0216417176262603,"NoT"
"346","Eridacnis radcliffei",5.04298321357364e-05,0.00217596383625815,0.0266607570556829,"Carcharhiniformes","Selachii","0",0.001748844,"LC",12.1572298370978,0.0212610984572295,"NoT"
"347","Eridacnis sinuans",2.60727037632894e-05,1.8297834378208e-05,0.0148904320613145,"Carcharhiniformes","Selachii","0",0.001748844,"LC",12.5618855384403,0.0219687781525881,"NoT"
"348","Etmopterus bigelowi",0.000290263629083017,0.000506905764478852,0.16549160701117,"Squaliformes","Selachii","0",0.001748844,"LC",18.7015056706111,0.0327060159830141,"NoT"
"349","Etmopterus brachyurus",0.000277294228215529,0.000403553971542108,0.158176904081678,"Squaliformes","Selachii","0",0.001748844,"LC",20.0964333123098,0.0351455268196332,"NoT"
"350","Etmopterus bullisi",0.000604235291769262,0.0161341922483402,0.329466456483805,"Squaliformes","Selachii","0",0.001748844,"LC",9.66806256449324,0.0169079332075386,"NoT"
"351","Etmopterus burgessi",0.00108109819538242,0.217669164588683,0.400691329474499,"Squaliformes","Selachii","0",0.001748844,"LC",15.2839827620918,0.0267293015495877,"NoT"
"352","Etmopterus carteri",0.000483299990851107,0.00239291373038304,0.274026706093631,"Squaliformes","Selachii","0",0.001748844,"LC",12.3488129929815,0.0215961475098977,"NoT"
"353","Etmopterus caudistigmus",0.000468156789076002,0.000668465024170966,0.267088890985474,"Squaliformes","Selachii","0",0.001748844,"LC",12.8214443414554,0.0224227060078882,"NoT"
"354","Etmopterus compagnoi",0.000467436049505392,0.000250333971726524,0.26709490108779,"Squaliformes","Selachii","0",0.001748844,"LC",13.3430358458496,0.023334888180799,"NoT"
"355","Etmopterus decacuspidatus",0.000469940491920362,6.52959156947738e-05,0.268712752663465,"Squaliformes","Selachii","0",0.001748844,"LC",14.7284223266632,0.025757713015451,"NoT"
"356","Etmopterus dianthus",0.000466582593530267,0.000868360669703692,0.265988347931311,"Squaliformes","Selachii","0",0.001748844,"LC",12.124952969216,0.0212046512504956,"NoT"
"357","Etmopterus dislineatus",0.000465184082063667,0.00029701523024523,0.265759908966388,"Squaliformes","Selachii","0",0.001748844,"LC",12.3644029876132,0.0216234119784694,"NoT"
"358","Etmopterus evansi",0.000273196027192299,0.00435293923555374,0.1518824520135,"Squaliformes","Selachii","0",0.001748844,"LC",12.6399516342037,0.0221053035757673,"NoT"
"359","Etmopterus fusus",0.000469175768323017,2.79007518471071e-05,0.268312686283185,"Squaliformes","Selachii","0",0.001748844,"LC",13.0475588460755,0.0228181450026061,"NoT"
"360","Etmopterus gracilispinis",0.000273720173070732,0.00509175812563299,0.15144323267001,"Squaliformes","Selachii","0",0.001748844,"LC",24.0424752277929,0.0420465385472742,"NoT"
"361","Etmopterus hillianus",0.000469175768323017,2.79007518471071e-05,0.268312686283185,"Squaliformes","Selachii","0",0.001748844,"LC",12.0809631920015,0.0211277199925526,"NoT"
"362","Etmopterus litvinovi",0.000466294700368911,0.000243698863262487,0.26644860419351,"Squaliformes","Selachii","0",0.001748844,"LC",12.4771628430715,0.0218206113751285,"NoT"
"363","Etmopterus lucifer",0.000276001938106221,0.000751933261966985,0.157089285782637,"Squaliformes","Selachii","0",0.001748844,"LC",16.679659081182,0.0291701217061706,"NoT"
"364","Etmopterus molleri",0.000275720613054906,0.000961998183578837,0.156718255959139,"Squaliformes","Selachii","0",0.001748844,"LC",11.8861992588239,0.0207871082565986,"NoT"
"365","Etmopterus perryi",0.000483299990851107,0.00239291373038304,0.274026706093631,"Squaliformes","Selachii","0",0.001748844,"LC",12.9757516187368,0.0226925653639181,"NoT"
"366","Etmopterus polli",0.000476439797219377,0.00100196492388502,0.271493741213263,"Squaliformes","Selachii","0",0.001748844,"LC",14.1988362146406,0.0248315495209569,"NoT"
"367","Etmopterus princeps",0.000474112578393368,8.24335486955867e-05,0.271082358268615,"Squaliformes","Selachii","0",0.001748844,"LC",4.95283984583045,0.00866174424734151,"NoT"
