"","Species","FUSE","FUn","FSp","Order","Superorder","iucn","ext_prob100","iucn_status","ED2","EDGE2","iucn_cat2"
"84","Bathyraja aleutica",1.52968898138641e-06,2.16744540369564e-05,0.00085301196439712,"Rajiformes","Batoidea","0",0.001748844,"LC",9.99792121756178,0.0174848045338056,"NoT"
"85","Bathyraja andriashevi",0.000337961277343558,3.36199530471366e-05,0.193247411871089,"Rajiformes","Batoidea","0",0.001748844,"LC",7.55221372001522,0.0132076436509663,"NoT"
"86","Bathyraja bergi",2.94200282082827e-07,4.92007073213915e-05,0.00011902487910327,"Rajiformes","Batoidea","0",0.001748844,"LC",8.56705244246621,0.0149824382616924,"NoT"
"87","Bathyraja brachyurops",1.27020788100716e-06,3.66735585462701e-06,8.64377316018755e-05,"Rajiformes","Batoidea","1",0.014096969,"NT",5.47352519431732,0.0771601149850102,"NoT"
"88","Bathyraja cousseauae",9.25704384264995e-08,4.99713964362247e-06,4.7935221308876e-05,"Rajiformes","Batoidea","0",0.001748844,"LC",8.08653852856005,0.0141420943864411,"NoT"
"89","Bathyraja diplotaenia",1.24450211221658e-06,3.13105264416105e-05,0.000680304015207155,"Rajiformes","Batoidea","0",0.001748844,"LC",9.35326029440337,0.0163573931463056,"NoT"
"90","Bathyraja eatonii",1.83895358496223e-07,3.68409224438233e-06,0.000101468439515478,"Rajiformes","Batoidea","0",0.001748844,"LC",7.2506677738672,0.012680286832321,"NoT"
"91","Bathyraja fedorovi",0.000337917366760028,3.09849911694186e-05,0.193224930890289,"Rajiformes","Batoidea","0",0.001748844,"LC",7.87232658373451,0.0137674711120046,"NoT"
"92","Bathyraja griseocauda",0.000679128307405848,4.9111552582704e-05,0.000961326373776567,"Rajiformes","Batoidea","3",0.67232,"EN",8.56574960604398,5.75892477513549,"AT"
"93","Bathyraja hesperafricana",0.000342803995763401,2.45624249147363e-05,0.196026511908487,"Rajiformes","Batoidea","0",0.001748844,"LC",7.99662701411778,0.0139848531738778,"NoT"
"94","Bathyraja interrupta",0.000342803995763401,2.45624249147363e-05,0.196026511908487,"Rajiformes","Batoidea","0",0.001748844,"LC",1.05384506537656,0.0018430106195134,"NoT"
"95","Bathyraja irrasa",0.0191437516108501,3.36199530471366e-05,0.193247411871089,"Rajiformes","Batoidea","2",0.1,"VU",4.98167001208968,0.498167001208968,"AT"
"96","Bathyraja ishiharai",0.000337801651406462,2.0471385102535e-05,0.193169258925214,"Rajiformes","Batoidea","0",0.001748844,"LC",7.95574257133876,0.0139133526614304,"NoT"
"97","Bathyraja isotrachys",0.00034130574797246,1.60864532377711e-05,0.195177990207429,"Rajiformes","Batoidea","0",0.001748844,"LC",9.63709384767497,0.0168537737529433,"NoT"
"98","Bathyraja leucomelanos",0.000342001841447723,1.50874603731499e-05,0.195577156170467,"Rajiformes","Batoidea","0",0.001748844,"LC",10.8569748669544,0.018987155354224,"NoT"
"99","Bathyraja lindbergi",2.94200282082827e-07,4.92007073213915e-05,0.00011902487910327,"Rajiformes","Batoidea","0",0.001748844,"LC",1.23967445892632,0.00216799723944654,"NoT"
"100","Bathyraja maccaini",5.70521013587154e-08,4.51892592530367e-06,2.8103825199777e-05,"Rajiformes","Batoidea","0",0.001748844,"LC",9.92455924983799,0.0173565058967237,"NoT"
"101","Bathyraja macloviana",0.00211943756238761,0.00115201927733331,0.14935203346936,"Rajiformes","Batoidea","1",0.014096969,"NT",3.00294017320044,0.0423323545304612,"NoT"
"102","Bathyraja maculata",4.92953268748069e-07,2.50576314765405e-05,0.000256816206553029,"Rajiformes","Batoidea","0",0.001748844,"LC",1.23067163791336,0.00215225270993494,"NoT"
"103","Bathyraja magellanica",7.18822327353372e-05,3.53103955736428e-05,0.0410688772219606,"Rajiformes","Batoidea","0",0.001748844,"LC",5.32950042459937,0.00932046484055806,"NoT"
"104","Bathyraja mariposa",3.02797558500263e-06,5.69024984892888e-06,0.00172572784073804,"Rajiformes","Batoidea","0",0.001748844,"LC",0.999472703720871,0.00174792184106602,"NoT"
"105","Bathyraja matsubarai",0.000337739275235731,4.27601603033049e-05,0.193111283488549,"Rajiformes","Batoidea","0",0.001748844,"LC",9.56654525448093,0.0167303952690275,"NoT"
"106","Bathyraja meridionalis",0.000337917366760028,3.09849911694186e-05,0.193224930890289,"Rajiformes","Batoidea","0",0.001748844,"LC",7.44307558526145,0.013016778078831,"NoT"
"107","Bathyraja minispinosa",1.02438850504805e-06,2.18338368655222e-05,0.000563918232502087,"Rajiformes","Batoidea","0",0.001748844,"LC",8.38694912600794,0.0146674656573242,"NoT"
"108","Bathyraja multispinis",1.48233095612969e-06,3.68409224438233e-06,0.000101468439515493,"Rajiformes","Batoidea","1",0.014096969,"NT",9.27212687613394,0.130708885136927,"NoT"
"109","Bathyraja murrayi",7.98744511454218e-06,4.83756383589423e-05,0.00451891357987958,"Rajiformes","Batoidea","0",0.001748844,"LC",5.21475967488896,0.00911980116887151,"NoT"
"110","Bathyraja pallida",0.000495925727608069,0.000854180556327303,0.282789174896352,"Rajiformes","Batoidea","0",0.001748844,"LC",9.1795964134926,0.0160536821101581,"NoT"
"111","Bathyraja panthera",7.18237749420741e-07,2.91677050799257e-05,0.000381525286009914,"Rajiformes","Batoidea","0",0.001748844,"LC",6.88698104756045,0.0120442554831398,"NoT"
"112","Bathyraja papilionifera",0.000337917366760028,3.09849911694186e-05,0.193224930890289,"Rajiformes","Batoidea","0",0.001748844,"LC",6.99616023260345,0.0122351928458272,"NoT"
"113","Bathyraja parmifera",5.4368411145987e-07,3.06750336575451e-05,0.000280207030609347,"Rajiformes","Batoidea","0",0.001748844,"LC",3.48167774332321,0.00608891123134433,"NoT"
"114","Bathyraja peruana",0.000339330389125183,6.27054598153472e-05,0.19400144834022,"Rajiformes","Batoidea","0",0.001748844,"LC",10.6763068982959,0.0186711952612433,"NoT"
"115","Bathyraja richardsoni",0.000500802428466635,0.00146264844300075,0.284970318785786,"Rajiformes","Batoidea","0",0.001748844,"LC",9.18102380281278,0.0160561783914063,"NoT"
"116","Bathyraja scaphiops",3.87147969617174e-08,1.4278874424182e-05,7.85849018904122e-06,"Rajiformes","Batoidea","0",0.001748844,"LC",8.93945479723231,0.0156337118854109,"NoT"
"117","Bathyraja schroederi",0.000337710442510375,7.46254116458079e-05,0.193062915179323,"Rajiformes","Batoidea","0",0.001748844,"LC",10.9250237207432,0.0191061621838794,"NoT"
"118","Bathyraja shuntovi",0.000339662068128668,0.00016016360913516,0.194093677638624,"Rajiformes","Batoidea","0",0.001748844,"LC",8.36477482341272,0.0146286862612764,"NoT"
"119","Bathyraja smirnovi",1.86269958104607e-07,9.40840977132543e-06,3.80506670428192e-06,"Rajiformes","Batoidea","1",0.014096969,"NT",3.56851782497313,0.0503052851545936,"NoT"
"120","Bathyraja smithii",0.000337961277343558,3.36199530471366e-05,0.193247411871089,"Rajiformes","Batoidea","0",0.001748844,"LC",7.6620556843376,0.0133997401112197,"NoT"
"121","Bathyraja spinicauda",3.07651748883137e-05,0.000197374132479548,0.00198505035049841,"Rajiformes","Batoidea","1",0.014096969,"NT",7.77799456962666,0.109646148330195,"NoT"
"122","Bathyraja spinosissima",0.00115441992673591,0.232669135806904,0.427642596940564,"Rajiformes","Batoidea","0",0.001748844,"LC",8.42000625926878,0.0147252774264846,"NoT"
"123","Bathyraja taranetzi",2.82626454471761e-06,4.20319106808292e-06,0.00161187492558284,"Rajiformes","Batoidea","0",0.001748844,"LC",5.20502099740994,0.00910276974119439,"NoT"
"124","Bathyraja trachouros",2.37146922860003e-06,4.92007073213915e-05,0.000119024879103255,"Rajiformes","Batoidea","1",0.014096969,"NT",7.69629805078583,0.108494475036688,"NoT"
"125","Bathyraja trachura",7.33442748584045e-07,4.86762108812576e-05,0.000370711088589798,"Rajiformes","Batoidea","0",0.001748844,"LC",8.18130122828187,0.0143078195652734,"NoT"
"126","Bathyraja tunae",0.000475053429338439,0.000121161366798919,0.271581851852045,"Rajiformes","Batoidea","0",0.001748844,"LC",9.43923465509417,0.0165077488911535,"NoT"
"127","Bathyraja tzinovskii",0.000341084862184925,1.24244116089131e-05,0.195055306517203,"Rajiformes","Batoidea","0",0.001748844,"LC",8.4753450821326,0.0148220563948171,"NoT"
"128","Bathyraja violacea",1.04005686086607e-07,2.25213008129163e-05,3.6949806327539e-05,"Rajiformes","Batoidea","0",0.001748844,"LC",1.085247763616,0.00189792903991326,"NoT"
"129","Benthobatis kreffti",0.0350340158267977,0.000425895536529353,0.356108306563828,"Torpediniformes","Batoidea","2",0.1,"VU",14.7299782137205,1.47299782137205,"AT"
"130","Benthobatis marcida",0.000560315763429889,0.000112963981099996,0.320368827959408,"Torpediniformes","Batoidea","0",0.001748844,"LC",14.3615045897216,0.025116031132707,"NoT"
"131","Benthobatis moresbyi",0.00058031473185195,0.000127328236496404,0.331796512775917,"Torpediniformes","Batoidea","0",0.001748844,"LC",16.9400612442535,0.0296255244666452,"NoT"
"132","Benthobatis yangi",0.0330666483838479,5.88145990404161e-06,0.336188180911781,"Torpediniformes","Batoidea","2",0.1,"VU",12.2100782506649,1.22100782506649,"AT"
"133","Brachaelurus colcloughi",0.00670335248597865,0.00189960689727537,0.0653466822013946,"Orectolobiformes","Selachii","2",0.1,"VU",50.41719840575,5.041719840575,"AT"
"134","Brachaelurus waddi",7.1826697253292e-05,2.25946296265184e-06,0.041070172708411,"Orectolobiformes","Selachii","0",0.001748844,"LC",58.07395712443,0.101562291473317,"NoT"
"135","Breviraja claramaculata",0.000405290454931792,3.86973647552085e-05,0.231755887386985,"Rajiformes","Batoidea","0",0.001748844,"LC",11.8519829782715,0.0207272693196523,"NoT"
"136","Breviraja colesi",0.000379343179982097,4.14957503309704e-05,0.216910452037162,"Rajiformes","Batoidea","0",0.001748844,"LC",12.7066220815122,0.0222218997875201,"NoT"
"137","Breviraja nigriventralis",0.000571266403683489,3.68581669086628e-05,0.32671016477044,"Rajiformes","Batoidea","0",0.001748844,"LC",12.6102436010485,0.022053348860232,"NoT"
"138","Breviraja spinosa",0.000394044167595901,2.21101833821362e-05,0.22533921304435,"Rajiformes","Batoidea","0",0.001748844,"LC",12.2083332382662,0.0213504703337424,"NoT"
"139","Brochiraja aenigma",0.000571266403683489,3.68581669086628e-05,0.326710164770439,"Rajiformes","Batoidea","0",0.001748844,"LC",8.50911534398241,0.0148811153146316,"NoT"
"140","Brochiraja albilabiata",0.000352260568677799,7.89135516614735e-06,0.201452396043611,"Rajiformes","Batoidea","0",0.001748844,"LC",5.65937996006261,0.00989737268687573,"NoT"
"141","Brochiraja asperula",0.000345754053412275,9.32703467059178e-06,0.197729194865559,"Rajiformes","Batoidea","0",0.001748844,"LC",3.65629892894183,0.00639429644408635,"NoT"
"142","Brochiraja heuresa",0.000585152459024076,2.94072995202081e-05,0.334662345665489,"Rajiformes","Batoidea","0",0.001748844,"LC",8.32076028945125,0.0145517117076451,"NoT"
"143","Brochiraja leviveneta",0.000363968092708313,6.23647276107144e-06,0.208150885123526,"Rajiformes","Batoidea","0",0.001748844,"LC",5.83738162248974,0.0102086698262014,"NoT"
"144","Brochiraja microspinifera",0.000394044167595901,2.21101833821362e-05,0.22533921304435,"Rajiformes","Batoidea","0",0.001748844,"LC",19.736989789286,0.0345169161710541,"NoT"
"145","Brochiraja spinifera",1.76981276543611e-06,5.42856881219308e-05,0.000957705188485862,"Rajiformes","Batoidea","0",0.001748844,"LC",3.8720199957109,0.00677155893737903,"NoT"
"146","Brochiraja vittacauda",0.000348372901478417,9.44358939757177e-06,0.199227071852031,"Rajiformes","Batoidea","0",0.001748844,"LC",7.52848507576816,0.0131661459538467,"NoT"
